LOC#,Site,Name,PilotIdentifierList,OperatorExtension,BusinessHoursWelcomeGreetingFilename,BusinessHoursMainMenuCustomPromptFilename,BusinessHoursKeyMapping,BusinessHoursKeyMappingEnabled,AfterHoursWelcomeGreetingFilename,AfterHoursMainMenuCustomPromptFilename,AfterHoursKeyMapping,AfterHoursKeyMappingEnabled
095, Euclid El,095-UMAA-02-Main_Spanish,0,800953011,silence.wav,093-main- spanish-day 08142018.wav,"2,Announcements,800953023,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,095-UMAA-04-Main_Spanish_Night,,,,,,",TRUE
065, Clay El,065-UMAA-02-Main_Spanish,0,800653020,silence.wav,065-UMAA-02-Spanish_Main_16bit_mono.wav,"2,Attendance,800653020,,,,,,,; 3,Nurse,800653051,,,,,,,; 4,Counselor,800653023,,,,,,,; 5,Cafeteria,800653060,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,065-UMAA-04-Main_Spanish_Night,,,,,,",TRUE
229, Paradise Hills El,229-UMAA-01-Main_English,802293000,802293021,silence.wav,229-UMAA-01-English-Main_16bit_mono.wav,"1,Spanish,,229-UMAA-02-Main_Spanish,,,,,,; 2,Attendance,802293011,,,,,,,; 3,Health,802293050,,,,,,,; 4,Pre School,802292602,,,,,,,; 5,Prime Time,802292716,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,229-UMAA-03-Main_English_Night,,,,,,",TRUE
091, Emerson El,091-UMAA-04-Main_Spanish_Night,0,800913023,silence.wav,091-UMAA-02-Spanish_Main_16bit_mono.wav,"2,Cafeteria,800913060,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
322, Clark Mdl,322-UMAA-03-Main_English_Night,0,803226010,silence.wav,322-UMAA-01-English_Main_16bit_mono.wav,"1,Spanish,,322-UMAA-04-Main_Spanish_Night,,,,,,; 2,Attendance,803223028,,,,,,,; 3,Counseling,803222200,,,,,,,; 4,Nurse,803223050,,,,,,,; 5,Library,803223070,,,,,,,; 6,Parent Center,803222205,,,,,,,; 7,School Records,803222200,,,,,,,; 8,Administration,803223023,,,,,,,; 9,Prime Time,803222504,,,,,,,",TRUE,silence.wav,0,0,FALSE
089, Edison El,089-UMAA-03-Main_English_Night,0,800893022,silence.wav,089-UMAA-01-English_Main_16bit_mono.wav,"1,Spanish,,089-UMAA-04-Main_Spanish_Night,,,,,,; 2,Attendance,800893020,,,,,,,; 3,Nurse,800893050,,,,,,,; 4,Counselor,800892114,,,,,,,; 5,MsMontez,800892503,,,,,,,; 6,MsMendez,800892504,,,,,,,; 7,Cafeteria,800893061,,,,,,,; 8,Primetime,800893060,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
107, Florence El,107-UMAA-04-Main_Spanish_Night,0,801073020,silence.wav,107-UMAA-02-Spanish_Main_16bit_mono.wav,"2,Primetime,801073060,,,,,,,; 3,Building Services,801073065,,,,,,,; -,Gen VM,801076010,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
055, Carson El,055-UMAA-04-Main_Spanish_Night,0,800553021,silence_short.wav,055-UMAA-02-Spanish_Main_no_cdc.wav,"1,Spanish,,055-UMAA-02-Main_Spanish,,,,,,; 2,Attendance,800553020,,,,,,,; 3,The State Pre-School,800553035,,,,,,,; -,The Operator,800553020,,,,,,,",TRUE,silence_short.wav,silence.wav,0,FALSE
023, Barnard El,023-UMAA-03-Main_English_Night,0,800236010,silence.wav,023-UMAA-01-English_Main_16bit_mono.wav,"1,Spanish,,023-UMAA-04-Main_Spanish_Night,,,,,,; 2,Attendance,800233011,,,,,,,; 3,Nurse,800233050,,,,,,,",TRUE,silence.wav,0,0,FALSE
095, Euclid El,095-UMAA-01-Main_English,800953000,800953022,silence.wav,095-Euclid English 2023.wav,"1,Spanish x3021,800953021,,,,,,,; 2,Attendance x3021,800953021,,,,,,,; 3,Enrollment x3011,800953011,,,,,,,; 4,School Secretary x3022,800953022,,,,,,,; 5,Health Office x3050,800953050,,,,,,,; -,Operator,800953011,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
057, Carver El,057-UMAA-04-Main_Spanish_Night,0,800573012,silence.wav,057-UMAA-02-Spanish_Main_16bit_mono.wav,"3,Attendance,800573012,,,,,,,; 4,Primetime,800573061,,,,,,,; -,Gen VM,800576010,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
074,#N/A,074-UMAA-01-Main_English,800743000,800746010,silence.wav,074-UMAA-01-English_Main_16bit_mono.wav,"1,Spanish,,074-UMAA-02-Main_Spanish,,,,,,; 3,Attendance,800743024,,,,,,,; 4,Parent Liaison,800743029,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,074-UMAA-03-Main_English_Night,,,,,,",TRUE
289, Webster El,289-UMAA-01-Main_English,802893000,802893020,silence.wav,289-UMAA-01-English_Main_16bit_mono.wav,"1,Spanish,,289-UMAA-02-Main_Spanish,,,,,,; 2,Attendance,802893020,,,,,,,; 3,Preschool,802892025,,,,,,,",TRUE,silence.wav,silence.wav,"-,Closed Auto Attendant,,289-UMAA-03-Main_English_Night,,,,,,",FALSE
095, Euclid El,095-UMAA-04-Main_Spanish_Night,0,800953011,silence.wav,095_UMAA_Spanish_Day.wav,"2,Announcements,800953023,,,,,,,",TRUE,silence.wav,0,0,FALSE
177, Logan El,177-UMAA-04-Main_Spanish_Night,0,801776017,silence.wav,177-UMAA-01-Spanish_Main_16bit_mono.wav,"2,Attendance,801773023,,,,,,,; 3,Nurse,801773050,,,,,,,; 4,Counselor,801773002,,,,,,,; 5,CDC,801773029,,,,,,,; 6,Cafeteria,801773060,,,,,,,; 7,Prime Time,801773061,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
103, Field El,103-UMAA-01-Main_English,801033000,801033011,silence.wav,103-UMAA-01-English_Main_16bit_mono.wav,"1,Spanish,,103-UMAA-02-Main_Spanish,,,,,,; 2,Attendance,801033011,,,,,,,; 3,Nurse,801033050,,,,,,,; 4,Prime Time,801033024,,,,,,,; -,Front Office,801036010,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
057, Carver El,057-UMAA-02-Main_Spanish,0,800573012,silence.wav,057-UMAA-02-Spanish_Main_16bit_mono.wav,"3,Attendance,800573012,,,,,,,; 4,Primetime,800573061,,,,,,,; -,Gen VM,800576010,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,057-UMAA-04-Main_Spanish_Night,,,,,,",TRUE
059, Central El,059-UMAA-01-Main_English,801333000,801333012,silence.wav,059-UMAA-01-English_Main_16bit_mono.wav,"1,Spanish,,059-UMAA-02-Main_Spanish,,,,,,; 2,Vietnamese,801333011,,,,,,,; 3,Attendance,801333012,,,,,,,; 4,Nurse,801333050,,,,,,,; 5,PreSchool,801337000,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,059-UMAA-03-Main_English_Night,,,,,,",TRUE
223, Oak Park El,223-UMAA-03-Main_English_Night,0,802236010,silence.wav,223-UMAA-01-English_Main_16bit_mono.wav,"1,Attendance,802233011,,,,,,,; 6,Nurse,802233051,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
329, Wilson Mdl,329-UMAA-02-Main_Spanish,0,803293023,silence.wav,329-UMAA-02-Spanish_Main_16bit_mono.wav,"2,Attendance,803293023,,,,,,,; 3,Student Records,803293022,,,,,,,; 4,Nurse,803293051,,,,,,,; 5,Parent Coordinator,803293023,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,329-UMAA-04-Main_Spanish_Night,,,,,,",TRUE
060, Chavez El,060-UMAA-01-Main_English,800603000,800603020,silence.wav,060-UMAA-01-English_Main_16bit_mono_noCDC.wav,"1,Spanish,,060-UMAA-02-Main_Spanish,,,,,,; 2,Attendance,800603020,,,,,,,; 3,Nurse,800603050,,,,,,,; 4,Counselor,800603055,,,,,,,; 5,State PreSchool,800602201,,,,,,,; 6,School Assistant,800603022,,,,,,,; 7,Prime Time,800603075,,,,,,,; 8,CDC,800602201,,,,,,,; 9,Kitchen,800603060,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,060-UMAA-03-Main_English_Night,,,,,,",TRUE
247, Ross El,247-UMAA-03-Main_English_Night,0,802476010,silence.wav,ross elem 2020 main.wav,"1,attendance,802473012,,,,,,,; 2,main office message,802473012,,,,,,,",TRUE,silence.wav,0,0,FALSE
135, Hamilton El,135-UMAA-01-Main_English,801353000,801357002,silence.wav,135-UMAA-01-Main-English-Spanish-2024.wav,"1,Attendance,801353022,,,,,,,; 2,Enrollment,801353025,,,,,,,; 3,Nurse,801353051,,,,,,,; 4,Secretary,801353021,,,,,,,; 5,Counselor,801353011,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,135-UMAA-03-Main_English_Night,,,,,,",TRUE
173, Linda Vista El,173-UMAA-02-Main_Spanish,0,801733028,silence.wav,173-UMAA-02-Spanish_Main_16bit_mono.wav,"2,Attendance,801733028,,,,,,,; 3,Enrollment,801733027,,,,,,,; 4,Nurse,801733050,,,,,,,; 5,Administration,801733026,,,,,,,; 6,Counselor,801733021,,,,,,,; 7,Pre-K Room 7,801732307,,,,,,,; 8,Pre-K Room 8,801732308,,,,,,,; 9,All Other Calls,801733028,,,,,,,; -,General VM,801736010,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,173-UMAA-04-Main_Spanish_Night,,,,,,",TRUE
055, Carson El,055-UMAA-01-Main_English,800553000,800553021,silence2.wav,055-UMAA-01-Main-English-2021.wav,"1,Spanish,,055-UMAA-02-Main_Spanish,,,,,,; 2,Attendance,800553021,,,,,,,; 3,Secretary,800553011,,,,,,,; 4,Health Office,800553050,,,,,,,; 5,Custodial,800553065,,,,,,,; 6,Cafeteria,800553060,,,,,,,; 9,School Information,,,055-UMMA-09-School-Info-English-2021.wav,,,,,; -,The Operator,800553021,,,,,,,",TRUE,silence2.wav,silence_short.wav,0,FALSE
089, Edison El,089-UMAA-04-Main_Spanish_Night,0,800893022,silence.wav,089-UMAA-02-Spanish_Main_16bit_mono.wav,"2,Attendance,800893020,,,,,,,; 3,Nurse,800893050,,,,,,,; 4,Counselor,800892114,,,,,,,; 5,MsMontez,800892503,,,,,,,; 6,MsMendez,800892504,,,,,,,; 7,Cafeteria,800893061,,,,,,,; 8,Primetime,800893060,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
157, Johnson El,157-UMAA-01-Main_English,801573000,801573021,silence.wav,157-UMAA-01-English_Main_16bit_mono.wav,"1,Spanish,,157-UMAA-02-Main_Spanish,,,,,,; 2,Attendance,801573021,,,,,,,; 3,Nurse,801573051,,,,,,,; 4,Counseling,801573071,,,,,,,; 5,State Preschool,801572202,,,,,,,; 6,Primetime,801572011,,,,,,,; 7,Principal-secretary,801573020,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,157-UMAA-03-Main_English_Night,,,,,,",TRUE
055, Carson El,055-UMAA-02-Main_Spanish,0,800553021,silence2.wav,055-UMAA-01-Main-Spanish-2021.wav,"2,Attendance,800553021,,,,,,,; 3,Secretary,800553011,,,,,,,; 4,Health Office,800553060,,,,,,,; 5,Custodial,800553065,,,,,,,; 6,Cafeteria,800553060,,,,,,,; 9,School Information,,,055-UMAA-09-School-Info-Spanish-2021.wav,,,,,; -,The Operator,800553021,,,,,,,",,silence2.wav,silence_short.wav,"-,Closed Auto Attendant,,055-UMAA-04-Main_Spanish_Night,,,,,,",TRUE
223, Oak Park El,223-UMAA-04-Main_Spanish_Night,0,0,silence.wav,0,0,FALSE,silence.wav,silence.wav,0,FALSE
329, Wilson Mdl,329-UMAA-01-Main_Spanish_Night_4digit,0,6001,silence.wav,329-UMAA-02-Spanish_Main_16bit_mono_3.wav,"2,Attendance,3023,,,,,,,; 3,Student Records,3022,,,,,,,; 4,Nurse,3051,,,,,,,; 5,Admin Assistant,3011,,,,,,,; 6,Financial Clerk,3020,,,,,,,",TRUE,silence.wav,0,0,FALSE
267, King El,267-UMAA-01-Main_English,802673000,0,267-UMAA-05-Main_English.wav,267-UMAA-05-Main_English.wav,"1,Spanish,,267-UMAA-02-Main_Spanish,,,,,,; 2,General,802676001,,,,,,,; 3,Attendance,802673022,,,,,,,; 4,Health Office,802673990,,,,,,,",,267-UMAA-06-Main-After-Hours_English-Spanish.wav,267-UMAA-06-Main-After-Hours_English-Spanish.wav,"2,Attendance,802673022,,,,,,,; 3,General,802673990,,,,,,,",TRUE
247, Ross El,247-UMAA-01-Main_English,802473000,802476001,silence2.wav,247-UMAA-01-Main-English-2021.wav,"2,Attendance,802473012,,,,,,,; 3,Secretary,802476001,,,,,,,; 4,Health Office,802473050,,,,,,,; 5,Cafeteria,802473060,,,,,,,",,silence2.wav,ross elem 2020 main.wav,"-,Closed Auto Attendant,,247-UMAA-03-Main_English_Night,,,,,,; 1,attendance,802473012,,,,,,,; 2,main office message,802473012,,,,,,,",TRUE
173, Linda Vista El,173-UMAA-04-Main_Spanish_Night,0,801733028,silence.wav,173-UMAA-02-Spanish_Main_16bit_mono.wav,"2,Attendance,801733028,,,,,,,; 3,Enrollment,801733027,,,,,,,; 4,Nurse,801733050,,,,,,,; 5,Administration,801733026,,,,,,,; 6,Counselor,801733021,,,,,,,; 7,Pre-K Room 7,801732307,,,,,,,; 8,Pre-K Room 8,801732308,,,,,,,; 9,Other Calls,801733028,,,,,,,; -,General VM,801736010,,,,,,,",TRUE,silence.wav,0,0,FALSE
195, Marshall El,195-UMAA-01-Main_English,801953000,801956002,silence.wav,195-UMAA-01-Main-English-2021.wav,"1,Spanish,,195-UMAA-02-Main_Spanish,,,,,,; 2,Absence,,,,,013b4771-b3db-42ed-881d-c5ea1260a98d,,,; 3,Attendance,801953020,,,,,,,; 4,Nurse,801953050,,,,,,,; 5,Counseling,801952093,,,,,,,; 6,Administration,801953021,,,,,,,; -,General VM,801956002,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,195-UMAA-03-Main_English_Night,,,,,,",TRUE
009, Audubon El,009-UMAA-02-Main_Spanish,0,800093020,silence2.wav,Audubon Spanish 2023.wav,"2,Enrollment,800093021,,,,,,,; 3,Attendance,800093020,,,,,,,; 4,Nurse,800093071,,,,,,,; 5,Counselor,800092016,,,,,,,; -,Front Office,800093020,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,009-UMAA-04-Main_Spanish_Night,,,,,,",TRUE
091, Emerson El,091-UMAA-01-Main_English,800913000,800916001,silence.wav,091-EmersonElementary-Main-English-2022.wav,"1,Spanish,,091-UMAA-02-Main_Spanish,,,,,,; 2,Administration,800913002,,,,,,,; -,Front Office,6001,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,091-UMAA-03-Main_English_Night,,,,,,",TRUE
065, Clay El,065-UMAA-01-Main_English,800653000,800653020,silence.wav,065-UMAA-01-Main-English-2025.wav,"1,Spanish,,065-UMAA-02-Main_Spanish,,,,,,; 2,Attendance,800653020,,,,,,,; 3,Nurse,800653051,,,,,,,; 4,Counselor,800653023,,,,,,,; 5,Cafeteria,800653060,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,065-UMAA-03-Main_English_Night,,,,,,",TRUE
023, Barnard El,023-UMAA-04-Main_Spanish_Night,0,800236010,silence.wav,023-UMAA-02-Spanish_Main_16bit_mono.wav,"2,Attendance,800233011,,,,,,,; 3,Nurse,800233050,,,,,,,",TRUE,silence.wav,0,0,FALSE
316, Montgomery Jr,316-UMAA-06-PE_Spanish,0,803163501,316-Montgomery-Hold-Spanish.wav,316-Montgomery-PE-Spanish.wav,"4,Transfer to 2401,803162401,,,,,,,; 5,Transfer to 2405,803162405,,,,,,,",TRUE,316-Montgomery-Hold-Spanish.wav,316-Montgomery-PE-Spanish.wav,0,FALSE
316, Montgomery Jr,316-UMAA-02-Main_Spanish,0,803163501,316-Montgomery-Hold-Spanish.wav,316-Montgomery-Main Menu-Spanish.wav,"2,Transfer to 3013,803163013,,,,,,,; 3,Transfer to 3070,803163070,,,,,,,; 4,Admin Menu,,316-UMAA-05-Admin_Spanish,,,,,,; 5,PE Menu,,316-UMAA-06-PE_Spanish,,,,,,; 6,Transfer to 2205,803162205,,,,,,,; 7,Transfer to 3014,803163014,,,,,,,; 8,Transfer to 3051,803163051,,,,,,,; 9,Transfer to 3040,803163040,,,,,,,",TRUE,316-Montgomery-Hold-Spanish.wav,316-Montgomery-Main Menu-Spanish.wav,0,FALSE
747, Gompers Mdl ,747-UMAA-03-Main_English_Night,0,807473020,silence.wav,747-UMAA-01-Main_English_Nights.wav,"1,Spanish,,747-UMAA-04-Main_Spanish_Night,,,,,,; 2,Attendance,807473023,,,,,,,; 9,Nurse,807473050,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
#VALUE!,#VALUE!,Encanto 4 Digit Test AA,0093,6998,silence.wav,0,"1,Attendance,6999,,,,,,,; -,timeout,800936998,,,,,,,",TRUE,silence.wav,0,0,FALSE
059, Central El,059-UMAA-02-Main_Spanish,0,801333012,silence.wav,059-UMAA-02-Spanish_Main_16bit_mono.wav,"2,Attendance,801333012,,,,,,,; 4,Nurse,801333050,,,,,,,; 5,Preschool,801337000,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,059-UMAA-04-Main_Spanish_Night,,,,,,",TRUE
033, Boone El,033-UMAA-02-Main_Spanish,0,800336010,silence.wav,033_UMAA_Boone Spanish.wav,"1,Spanish,,033-UMAA-02-Main_Spanish,,,,,,; 2,Absense,800333002,,,,,,,; 3,Attendance,800333023,,,,,,,; 4,Enrollment,800333024,,,,,,,; 5,School Assistant,800333026,,,,,,,; 6,Health Office,800333050,,,,,,,; 7,Custodian,800333065,,,,,,,; 8,Cafeteria,800333060,,,,,,,; -,Operator,800336010,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,033-UMAA-04-Main_Spanish_Night,,,,,,",TRUE
367, Farb Mdl,367-UMAA-04-Counseling-English,0,803673501,367-Farb-Connect Call.wav,367-Farb-Counselors-English.wav,"3,Counselor 1,803672005,,,,,,,; 4,Counselor 2,803672006,,,,,,,",TRUE,367-Farb-Connect Call.wav,367-Farb-Counselors-English.wav,0,FALSE
229, Paradise Hills El,229-UMAA-02-Main_Spanish,0,802293021,silence.wav,229-UMAA-01-Spanish-Main_16bit_mono.wav,"2,Attendance,802293011,,,,,,,; 3,Health,802293050,,,,,,,; 4,PreSchool,802292602,,,,,,,; 5,Prime Time,802292716,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,229-UMAA-04-Main_Spanish_Night,,,,,,",TRUE
223, Oak Park El,223-UMAA-01-Main_English,802233000,802236001,silence.wav,223-UMAA-01-Main-English-2025.wav,"1,Spanish,802233011,,,,,,,; 2,Attendance,802233011,,,,,,,; 3,Enrollment & Records,802233020,,,,,,,; 4,Secretary,802233021,,,,,,,; 5,Health,802233050,,,,,,,; 6,School Information,,,223-UMAA-06-School-Information-2025.wav,,,,,; -,Operator,802236001,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
165, Knox El,165-UMAA-03-Main_English_Night,0,801653027,silence.wav,165-UMAA-01-English_Main_16bit_mono-2.wav,"1,Spanish,,165-UMAA-04-Main_Spanish_Night,,,,,,; 2,Attendance,801653022,,,,,,,; 3,Enrollment,801653022,,,,,,,; 4,Nurse Desk,801653051,,,,,,,; 5,Prime Time,801652405,,,,,,,; 6,Operator,801653027,,,,,,,",TRUE,silence.wav,0,0,FALSE
361, Garfield HS ,361-UMAA-03-Main_English_Night,0,0,silence.wav,361-UMAA-01-English_Main_16bit_mono.wav,0,FALSE,silence.wav,silence.wav,0,FALSE
091, Emerson El,091-UMAA-02-Main_Spanish,0,800916001,silence.wav,091-EmersonElementary-Main-Spanish-2022.wav,"2,Administration,800913002,,,,,,,; -,Front Office,6001,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,091-UMAA-04-Main_Spanish_Night,,,,,,",TRUE
367, Farb Mdl,367-UMAA-02-Main_Spanish,0,803673501,Farb Spanish.wav,Farb Spanish.wav,"2,Attendance,803673012,,,,,,,; 3,Registrar/Enrollment,803673013,,,,,,,; 4,Nurse,803673050,,,,,,,; 5,Counseling,803672005,,,,,,,; 6,Cafeteria,803672014,,,,,,,; 7,Financial Office,803673062,,,,,,,; 8,Site Tech,803672001,,,,,,,; 9,Principal and Vice Prin,803673014,,,,,,,",TRUE,Farb Spanish.wav,0,0,FALSE
338, Hoover HS,338-UMAA-02-Main_Spanish,0,803383000,silence.wav,338-UMAA-02.1-Main_Spanish.wav,"1,General Msg,803386015,,,,,,,; 2,English,,338-UMAA-01-Main_English,,,,,,; 3,Attendance Spanish,,338-UMAA-06-Attendance_Spanish,,,,,,",,silence.wav,silence.wav,"-,Spanish Night,,338-UMAA-04-Main_Spanish_Night,,,,,,",TRUE
059, Central El,059-UMAA-03-Main_English_Night,0,801333012,silence.wav,059-UMAA-01-English_Main_16bit_mono.wav,"1,Spanish,,059-UMAA-04-Main_Spanish_Night,,,,,,; 2,Vietnamese,801333011,,,,,,,; 3,Attendance,801337000,,,,,,,; 4,Nurse,801333050,,,,,,,; 5,Preschool,801332054,,,,,,,",TRUE,silence.wav,0,0,FALSE
157, Johnson El,157-UMAA-03-Main_English_Night,0,801573021,silence.wav,157-UMAA-01-English_Main_16bit_mono.wav,"1,Spanish,,157-UMAA-04-Main_Spanish_Night,,,,,,; 2,Attendance,801573021,,,,,,,; 3,Nurse,801573051,,,,,,,; 4,Counseling,801573071,,,,,,,; 5,StatePreschool,801572202,,,,,,,; 6,Primetime,801572011,,,,,,,; 7,Principal-secretary,801573020,,,,,,,",TRUE,silence.wav,0,0,FALSE
747, Gompers Mdl ,747-UMAA-04-Main_Spanish_Night,0,807473020,silence.wav,747-UMAA-01-Main_Spanish_Nights.wav,"2,La Asistencia,807473023,,,,,,,; 9,Nurse,807473050,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
173, Linda Vista El,173-UMAA-01-Main_English,801733000,801733028,silence.wav,173-UMAA-01-English_Main_16bit_mono.wav,"1,Spanish,,173-UMAA-02-Main_Spanish,,,,,,; 2,Attendance,801733028,,,,,,,; 3,Enrollment,801733027,,,,,,,; 4,Nurse,801733050,,,,,,,; 5,Administration,801733026,,,,,,,; 6,Counselor,801733021,,,,,,,; 7,Pre-K Room 7,801732307,,,,,,,; 8,Pre-K Room 8,801732308,,,,,,,; 9,Other Calls,801733028,,,,,,,; -,General VM,801736010,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,173-UMAA-03-Main_English_Night,,,,,,",TRUE
089, Edison El,089-UMAA-02-Main_Spanish,0,800893022,silence.wav,089-UMAA-02-Spanish_Main_16bit_mono.wav,"2,Attendance,800893020,,,,,,,; 3,Nurse,800893050,,,,,,,; 4,Counselor,800892114,,,,,,,; 5,MsMontez,800892503,,,,,,,; 6,MsMendez,800892504,,,,,,,; 7,Cafeteria,800893061,,,,,,,; 8,Primetime,800893060,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,089-UMAA-04-Main_Spanish_Night,,,,,,",TRUE
