LOC#,Site,Name,PilotIdentifierList,OperatorExtension,BusinessHoursWelcomeGreetingFilename,BusinessHoursMainMenuCustomPromptFilename,BusinessHoursKeyMapping,BusinessHoursKeyMappingEnabled,AfterHoursWelcomeGreetingFilename,AfterHoursMainMenuCustomPromptFilename,AfterHoursKeyMapping,AfterHoursKeyMappingEnabled
307,#N/A,307-UMAA-03-Main_English_Night,0,803073000,silence.wav,307-UMAA-01-English_Main.wav,"1,Attendance,803073021,,,,,,,; 2,School Enrollment,803072291,,,,,,,; 3,Counseling,803073055,,,,,,,; 4,Admin Assistant,803073011,,,,,,,; 5,Dean,803073011,,,,,,,; 6,Nurse,803073050,,,,,,,; 8,Operator,803076010,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
073, Crown Point El,073-UMAA-02-Main_Spanish,0,3020,silence.wav,0,"2,Attendance,3020,,,,,,,",TRUE,0,0,0,FALSE
073, Crown Point El,073-UMAA-03-Main_English_Night,0,3020,silence.wav,073-EMAA-01-Main_English_Nights.wav,"1,Spanish,,073-UMAA-04-Main_Spanish_Night,,,,,,; 2,Attendance,3023,,,,,,,; 3,Counselor,3022,,,,,,,; 4,Nurse,3050,,,,,,,; 5,Administration,3020,,,,,,,; 6,Supply,3065,,,,,,,",TRUE,silence.wav,0,0,FALSE
073, Crown Point El,073-UMAA-01-Main_English,3000,3020,silence.wav,073-UMAA-01-main_English.wav,"1,Spanish,,073-UMAA-02-Main_Spanish,,,,,,; 2,Attendance,3021,,,,,,,; 3,Counselor,3022,,,,,,,; 4,Nurse,3050,,,,,,,; 5,Administration,3020,,,,,,,; 6,Supply,3065,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,073-UMAA-03-Main_English_Night,,,,,,",TRUE
073, Crown Point El,073-UMAA-04-Main_Spanish_Night,0,3020,silence.wav,0,"2,Attendance,3020,,,,,,,",TRUE,0,0,0,FALSE
077, Currie El,077-UMAA-01-Main-English,800773501,800773990,silence2.wav,Curie Elementary Main Greeting 2023-24.wav,"1,Enrollment & Attendance,800773011,,,,,,,; 2,Health Office,800773051,,,,,,,; 3,Secretary,800773021,,,,,,,; -,Timeout to MainLine,800773990,,,,,,,",TRUE,silence2.wav,0,0,FALSE
087, Doyle El,087-UMAA-01-Main_Spanish,0,0,0,0,0,FALSE,0,0,0,FALSE
087, Doyle El,087-UMAA-01-Main_English,3000,3022,silence.wav,Doyle_Main_Greeting_112723.wav,"2,Attendance,3022,,,,,,,; 3,Enrolment,3021,,,,,,,; 4,NurseOffice,3050,,,,,,,; 5,PrincipalSecretary,3020,,,,,,,; -,Operator,3022,,,,,,,",TRUE,silence.wav,0,0,FALSE
087, Doyle El,087-UMAA-02-Break-English,0,3021,silence2.wav,087-Doyle ES Summer Greeting 2024.wav,"-,Main,,087-UMAA-02-Break-English,,,,,,",TRUE,silence2.wav,0,0,FALSE
103, Field El,103-UMAA-03-Main_English_Night,0,801033011,silence.wav,103-UMAA-01-English_Main_16bit_mono.wav,"1,Spanish,,103-UMAA-04-Main_Spanish_Night,,,,,,; 2,Attendance,801033013,,,,,,,; 3,Nurse,801033050,,,,,,,; 4,Prime Time,801033024,,,,,,,; -,Front Office,801036010,,,,,,,",TRUE,silence.wav,0,0,FALSE
103, Field El,103-UMAA-01-Main_English,801033000,801033011,silence.wav,103-UMAA-01-English_Main_16bit_mono.wav,"1,Spanish,,103-UMAA-02-Main_Spanish,,,,,,; 2,Attendance,801033011,,,,,,,; 3,Nurse,801033050,,,,,,,; 4,Prime Time,801033024,,,,,,,; -,Front Office,801036010,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
103, Field El,103-UMAA-04-Main_Spanish_Night,0,801033011,silence.wav,103-UMAA-02-Spanish_Main_16bit_mono.wav,"2,Attendance,801033013,,,,,,,; 3,Nurse,801033050,,,,,,,; 4,Prime Time,801033024,,,,,,,; -,Front Office,801036010,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
103, Field El,103-UMAA-02-Main_Spanish,0,801033011,silence.wav,103-UMAA-02-Spanish_Main_16bit_mono.wav,"2,Attendance,801033013,,,,,,,; 3,Nurse,801033050,,,,,,,; 4,Prime Time,801033024,,,,,,,; -,Front Office,801036011,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
141, Hawthorne El,141-UMAA-02-Main_Spanish,0,3021,silence.wav,141-Main-spainsh-night.wav,"2,Attendance,3021,,,,,,,; 3,Nurse,3050,,,,,,,; 4,Administration,3020,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
141, Hawthorne El,141-UMAA-01-Main_English,3000,3021,silence.wav,141-Main-English-day.wav,"1,Spanish,,141-UMAA-02-Main_Spanish,,,,,,; 2,Attandence,3021,,,,,,,; 3,Nurse,3050,,,,,,,; 4,administration,3020,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto,,141-UMAA-03-Main_English_Night,,,,,,",TRUE
141, Hawthorne El,141-UMAA-04-Main_Spanish_Night,0,3021,silence.wav,141-Main-spainsh-day.wav,"2,Record,3021,,,,,,,; 3,Nurse,3050,,,,,,,; 4,Admin,3020,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
141, Hawthorne El,141-UMAA-03-Main_English_Night,0,3021,silence.wav,141-Main-English-night.wav,"1,Spanish,,141-UMAA-04-Main_Spanish_Night,,,,,,; 2,Recored,3021,,,,,,,; 3,Nurse,3050,,,,,,,; 4,Adminsistration,3020,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
147, Holmes El,147-UMAA-01-Main_English,3000,3020,silence.wav,Holmes Elementary Main Greeting 2022.wav,"2,Attendance,3021,,,,,,,; 3,EnrollmentAndSchool Records,3021,,,,,,,; 4,PrincipalSecretary,3020,,,,,,,; 5,Nurse,3050,,,,,,,; -,Operator,3020,,,,,,,",TRUE,silence.wav,0,0,FALSE
147, Holmes El,147-UMAA-01-Main_Spanish,0,3021,silence.wav,0,0,FALSE,silence.wav,0,0,FALSE
340, Kearny HS,340-UMAA-01-Main_English,0,3020,silence.wav,UMAA-English.wav,"1,Spanish,,340-UMAA-01-Main_Spanish,,,,,,; 2,Attendance,3020,,,,,,,",TRUE,silence.wav,0,0,FALSE
340, Kearny HS,340-UMAA-01-Main_Spanish,0,0,0,UMAA-Spanish.wav,"2,Attendance,3021,,,,,,,",FALSE,0,0,0,FALSE
340, Kearny HS,340-Kearny-Main-English,3000,3020,silence.wav,340-UMAA-01-Main-English-2022.wav,"1,Spanish,,340-Kearny-Main-Spanish,,,,,,; 2,BST,,340-Kearny-02-BST-Main-English,,,,,,; 3,SCC,,340-Kearny-03-SCC-English,,,,,,; 4,DMD,,340-Kearny-04-DMD-English,,,,,,; 5,EID,,340-Kearny-05-EID-English,,,,,,; 6,Nurse,3050,,,,,,,; 7,Regristar,3413,,,,,,,; 8,Athletic Director,3026,,,,,,,; 9,Departments,,340-Kearny-09-Departments-English,,,,,,",TRUE,silence.wav,0,0,FALSE
340, Kearny HS,340-Kearny-Main-Spanish,0,3020,silence.wav,340-UMAA-01-Main-Spanish-2022.wav,"2,BST,,340-Kearny-02-BST-Main-Spanish,,,,,,; 3,SCC,,340-Kearny-03-SCC-Spanish,,,,,,; 4,DMD,,340-Kearny-04-DMD-Spanish,,,,,,; 5,EID,,340-Kearny-05-EID-Spanish,,,,,,; 6,Nurse,3050,,,,,,,; 7,Regristar,3413,,,,,,,; 8,Athletic Director,3026,,,,,,,; 9,departments,,340-Kearny-09-Departments-Spanish,,,,,,",TRUE,silence.wav,0,0,FALSE
340, Kearny HS,340-Kearny-02-BST-Main-English,0,0,silence.wav,340-UMAA-02-BTS-English-2022.wav,"1,Spanish,,340-Kearny-02-BST-Main-Spanish,,,,,,; 2,Attendance,3598,,,,,,,; 3,Counselor,3047,,,,,,,; 4,Vice Principal,3002,,,,,,,; 5,Secretary,3498,,,,,,,",TRUE,silence.wav,0,0,FALSE
340, Kearny HS,340-Kearny-02-BST-Main-Spanish,0,0,silence.wav,340-UMAA-02-BST-Spanish-2022.wav,"2,Attendance,3598,,,,,,,; 3,Counselor,3047,,,,,,,; 4,Vice Principal,3002,,,,,,,; 5,Secretary,3498,,,,,,,",TRUE,silence.wav,0,0,FALSE
340, Kearny HS,340-Kearny-03-SCC-English,0,0,silence.wav,340-UMAA-03-SCC-English-2022.wav,"1,Spanish,,340-Kearny-03-SCC-Spanish,,,,,,; 2,Attendance,3021,,,,,,,; 3,Counselor 1,3497,,,,,,,; 4,Counselor 2,3496,,,,,,,; 5,Regristar,3413,,,,,,,; 6,Administrative  Assistant,3012,,,,,,,",TRUE,silence.wav,0,0,FALSE
340, Kearny HS,340-Kearny-03-SCC-Spanish,0,0,silence.wav,340-UMAA-03-SCC-Spanish-2022.wav,"2,Attendance,3021,,,,,,,; 3,Counselor 1,3497,,,,,,,; 4,Counselor 2,3496,,,,,,,; 5,Regristar,3413,,,,,,,; 6,Administrative  Assistant,3012,,,,,,,",TRUE,silence.wav,0,0,FALSE
340, Kearny HS,340-Kearny-04-DMD-English,0,0,silence.wav,340-UMAA-04-DMD-English-2022.wav,"1,Spanish,,340-Kearny-04-DMD-Spanish,,,,,,; 2,Attendance,3082,,,,,,,; 3,Counselor,3084,,,,,,,; 4,Secretary,3012,,,,,,,; 5,Vice Principal,3083,,,,,,,",TRUE,silence.wav,0,0,FALSE
340, Kearny HS,340-Kearny-04-DMD-Spanish,0,0,silence.wav,340-UMAA-04-DMD-Spanish-2022.wav,"2,Attendance,3082,,,,,,,; 3,Counselor,3084,,,,,,,; 4,Secretary,3412,,,,,,,; 5,Vice Principal,3083,,,,,,,",TRUE,silence.wav,0,0,FALSE
340, Kearny HS,340-Kearny-05-EID-English,0,0,silence.wav,340-UMAA-05-EID-English-2022.wav,"1,Spanish,,340-Kearny-04-EID-Spanish,,,,,,; 2,Attendance,3042,,,,,,,; 3,Secretary,3498,,,,,,,; 4,Counselor,3039,,,,,,,; 5,Vice Principal,3040,,,,,,,",TRUE,silence.wav,0,0,FALSE
340, Kearny HS,340-Kearny-04-EID-Spanish,0,0,silence.wav,340-UMAA-05-EID-Spanish-2022.wav,"2,Attendance,3042,,,,,,,; 3,Secretary,3498,,,,,,,; 4,Counselor,3039,,,,,,,; 5,Vice Principal,3040,,,,,,,",TRUE,silence.wav,0,0,FALSE
340, Kearny HS,340-Kearny-09-Departments-English,0,0,silence.wav,340-Kearny-UMAA-09-Departments-English-2019.wav,"1,Psychologist,3092,,,,,,,; 2,School Police,3011,,,,,,,; 3,Finance,3025,,,,,,,; 4,Cafeteria,3060,,,,,,,",TRUE,silence.wav,0,0,FALSE
340, Kearny HS,340-Kearny-09-Departments-Spanish,0,0,silence.wav,340-Kearny-UMAA-09-Departments-Spanish-2019.wav,"1,psychologist,3092,,,,,,,; 2,School Police,3011,,,,,,,; 3,Finance,3025,,,,,,,; 4,Cafeteria,3060,,,,,,,",TRUE,silence.wav,0,0,FALSE
340, Kearny HS,340-Kearny-05-EID-Spanish,0,0,silence.wav,340-UMAA-05-EID-Spanish-2022.wav,"2,Attendance,3042,,,,,,,; 3,Secretary,3498,,,,,,,; 4,Counselor,3039,,,,,,,; 5,Vice Principal,3040,,,,,,,",TRUE,silence.wav,0,0,FALSE
342, La Jolla HS,342-UMAA-01-Main_Spanish,0,3021,silence.wav,342-UMAA-01-Main-English-2022.wav,"2,Attendance,3022,,,,,,,; 3,Departments,,342 Departments Sub Menu Spanish,,,,,,; 4,Admin,,342 Admin Sub Menu Spanish,,,,,,; -,Operator,3021,,,,,,,",TRUE,silence.wav,0,0,FALSE
342, La Jolla HS,342-UMAA-01-Main_English,3000,3021,silence.wav,342-UMAA-01-Main-English-2024-25.wav,"1,Spanish,,342-UMAA-01-Main_Spanish,,,,,,; 2,Attendance,3022,,,,,,,; 3,Departments,,342 Departments Sub Menu English,,,,,,; 4,Administration,,342 Admin Sub Menu English,,,,,,; -,Operator,3021,,,,,,,",TRUE,silence.wav,0,0,FALSE
342, La Jolla HS,342-Attendance Sub Menu English,0,3021,silence.wav,Sub Menu 1 English.wav,"1,Absence,3023,,,,,,,; 2,Excusing,3022,,,,,,,",TRUE,silence.wav,0,0,FALSE
342, La Jolla HS,342-Attendance Sub Menu Spanish,0,3021,silence.wav,Sub Menu 1 Spanish.wav,"1,Absence,3023,,,,,,,; 2,Excusing,3022,,,,,,,",TRUE,silence.wav,0,0,FALSE
169, La Jolla El,169-UMAA-01-Main_Spanish,0,3021,silence.wav,0,"2,Attendance,3005,,,,,,,; 3,Health Office,3050,,,,,,,; 4,Principal Secretary,3004,,,,,,,; -,Operator,801696003,,,,,,,",FALSE,silence.wav,0,0,FALSE
169, La Jolla El,169-UMAA-01-Main_English,3000,801696003,silence.wav,LaJollaES-Main-Voice.wav,"2,Attendance,3005,,,,,,,; 3,Health Office,3050,,,,,,,; 4,Principal Secretary,3004,,,,,,,; -,Operator,801696003,,,,,,,",TRUE,silence.wav,0,0,FALSE
342, La Jolla HS,342-UMAA-Summer-English,0,3020,silence2.wav,342-UMAA-Winter-English-2024.wav,"2,Admin/Registrar,3020,,,,,,,",TRUE,silence2.wav,0,0,FALSE
342, La Jolla HS,342-UMAA-05-Associate-Principal-English,0,3021,silence2.wav,342-UMAA-05-Principal-English 2024.wav,"1,Associate Principal 1,3003,,,,,,,; 2,Associate Principal 2,3002,,,,,,,; 9,Secretary,3020,,,,,,,",TRUE,silence2.wav,0,0,FALSE
173, Linda Vista El,173-UMAA-02-Main_Spanish,0,801733028,silence.wav,173-UMAA-02-Spanish_Main_16bit_mono.wav,"2,Attendance,801733028,,,,,,,; 3,Enrollment,801733027,,,,,,,; 4,Nurse,801733050,,,,,,,; 5,Administration,801733026,,,,,,,; 6,Counselor,801733021,,,,,,,; 7,Pre-K Room 7,801732307,,,,,,,; 8,Pre-K Room 8,801732308,,,,,,,; 9,All Other Calls,801733028,,,,,,,; -,General VM,801736010,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,173-UMAA-04-Main_Spanish_Night,,,,,,",TRUE
173, Linda Vista El,173-UMAA-04-Main_Spanish_Night,0,801733028,silence.wav,173-UMAA-02-Spanish_Main_16bit_mono.wav,"2,Attendance,801733028,,,,,,,; 3,Enrollment,801733027,,,,,,,; 4,Nurse,801733050,,,,,,,; 5,Administration,801733026,,,,,,,; 6,Counselor,801733021,,,,,,,; 7,Pre-K Room 7,801732307,,,,,,,; 8,Pre-K Room 8,801732308,,,,,,,; 9,Other Calls,801733028,,,,,,,; -,General VM,801736010,,,,,,,",TRUE,silence.wav,0,0,FALSE
173, Linda Vista El,173-UMAA-03-Main_English_Night,0,801733028,silence.wav,173-UMAA-01-English_Main_16bit_mono.wav,"1,Spanish,,173-UMAA-04-Main_Spanish_Night,,,,,,; 2,Attendance,801733028,,,,,,,; 3,Enrollment,801733027,,,,,,,; 4,Nurse,801733050,,,,,,,; 5,Administration,801733026,,,,,,,; 6,Counselor,801733021,,,,,,,; 7,Pre-K Room 7,801732307,,,,,,,; 8,Pre-K Room 8,801732308,,,,,,,; 9,Other Calls,801733028,,,,,,,; -,General VM,801736010,,,,,,,",TRUE,silence.wav,0,0,FALSE
173, Linda Vista El,173-UMAA-01-Main_English,801733000,801733028,silence.wav,173-UMAA-01-English_Main_16bit_mono.wav,"1,Spanish,,173-UMAA-02-Main_Spanish,,,,,,; 2,Attendance,801733028,,,,,,,; 3,Enrollment,801733027,,,,,,,; 4,Nurse,801733050,,,,,,,; 5,Administration,801733026,,,,,,,; 6,Counselor,801733021,,,,,,,; 7,Pre-K Room 7,801732307,,,,,,,; 8,Pre-K Room 8,801732308,,,,,,,; 9,Other Calls,801733028,,,,,,,; -,General VM,801736010,,,,,,,",,silence.wav,silence.wav,"-,Closed Auto Attendant,,173-UMAA-03-Main_English_Night,,,,,,",TRUE
181, Longfellow El,181-UMAA-01-Main_English,801813000,801813502,silence2.wav,181-UMAA-1-Main-Eng-2024.wav,"1,Attendance Enrollment Records,801813013,,,,,,,; 2,Health Office,801813050,,,,,,,; 3,School Secretary and Admin,801813012,,,,,,,; 4,Guidance and Counselling,801813021,,,,,,,; 5,Psychologist,801813030,,,,,,,; 6,Speech,801812651,,,,,,,; 7,Cafe,801813060,,,,,,,; 8,Schoo Info Recording,,,181-School-Info.wav,,,,,; -,Operator,801813502,,,,,,,",TRUE,silence2.wav,0,0,FALSE
346, Madison HS,346-UMMA-Summer-English-2021,0,3038,silence2.wav,346-UMAA-Summer-English-2024.wav,"1,Summer School,3038,,,,,,,; 2,Spanish,,346-UMMA-Winter-Spanish-2021,,,,,,",TRUE,silence2.wav,0,0,FALSE
346, Madison HS,346-UMMA-Winter-Spanish-2021,0,3038,silence2.wav,346-UMAA-Summer-Spanish-2024.wav,"1,Summer School,3038,,,,,,,; 2,Spanish,,346-UMMA-Winter-Spanish-2021,,,,,,",TRUE,silence2.wav,0,0,FALSE
346, Madison HS,346-UMAA-04-Main_Spanish,0,6001,silence.wav,346-UMAA-01-Main-Spanish-2023.wav,"2,Attendance,3039,,,,,,,; 4,Tansportation & Counseling,3038,,,,,,,; 5,Regristrar,3022,,,,,,,; 6,Health Office,3050,,,,,,,; 7,Financial,3049,,,,,,,; 8,Administration,3010,,,,,,,; -,Front Office,6001,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
346, Madison HS,346-UMAA-01-Main_English,3000,6001,silence.wav,346-UMAA-01-Main-English-2023.wav,"1,Spanish,,346-UMAA-04-Main_Spanish,,,,,,; 2,Attendance,7000,,,,,,,; 4,Tansportation & Counseling,3038,,,,,,,; 5,Regristrar,3022,,,,,,,; 6,Health Office,3050,,,,,,,; 7,Financial,3049,,,,,,,; 8,Administration,3010,,,,,,,; -,Front Office,6001,,,,,,,",TRUE,silence.wav,silence.wav,"-,Closed Auto Attendant,,346-UMAA-03-Main_English_Night,,,,,,",FALSE
346, Madison HS,346-UMAA-03-Main_English_Night,0,3020,silence.wav,346-UMAA-01-JamesMadisonHS-English.wav,"1,Spanish,,346-UMAA-04-Main_Spanish_Night,,,,,,; 2,Attendance,3021,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
346, Madison HS,346-UMAA-04-Main_Spanish_Night,0,3020,silence.wav,346-UMAA-02-JamesMadisonHS-Spanish.wav,"2,Attendance,3028,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
313, Marston Mdl,313-UMAA-01-Main_English,3000,3062,silence.wav,Marston Middle English Greeting 2023-24.wav,"1,Spanish,,313-UMAA-01-Main_Spanish,,,,,,; 2,Attendance,3021,,,,,,,; 3,Counselor,3023,,,,,,,; 4,Nurse,3050,,,,,,,; 5,Enrolment,3020,,,,,,,; 6,PowerschoolPress,3062,,,,,,,; 7,Admistrator,3024,,,,,,,",TRUE,silence.wav,0,0,FALSE
313, Marston Mdl,313-UMAA-01-Main_Spanish,0,3021,silence.wav,313-UMAA-01-Main-Spanish-2021.wav,"2,Attendance,3021,,,,,,,; 3,Counselor,3023,,,,,,,; 4,Nurse,3050,,,,,,,; 5,Enrollment,3020,,,,,,,; 6,PowerschoolPress,3062,,,,,,,; 7,Administrator,3024,,,,,,,",TRUE,silence.wav,0,0,FALSE
313, Marston Mdl,313-UMAA-Summer-English-Spanish-2021,0,803136003,silence2.wav,313-UMAA-01-Summer-English-2022.wav,"1,Spanish,,313-UMAA-Summer-Spanish-2021,,,,,,",TRUE,silence2.wav,0,0,FALSE
313, Marston Mdl,313-UMAA-Summer-Spanish-2021,0,803136003,silence2.wav,313-UMAA-02-Summer-Spanish-2022.wav,"7,Summer,,,,,,,1,",TRUE,silence2.wav,0,0,FALSE
350, Mission Bay HS,350-UMAA-01-Main_English,3000,3020,silence.wav,350-UMAA-01-Main-English-2021.wav,"1,Spanish,,350-UMAA-02-Main_Spanish,,,,,,; 2,Attendance,3032,,,,,,,; 3,Enrollment,3035,,,,,,,; 4,Registrar,3022,,,,,,,; 5,Health,3050,,,,,,,; 6,Cafeteria,3061,,,,,,,; -,Operator,3020,,,,,,,",TRUE,silence.wav,silence.wav,0,FALSE
